,month,kasempa_precip,kaoma_precip,max_temp,min_temp,temp_fill_indicator,year,sample_date
398,3,72.1,30.9,27.1,16.8,3.0,34.0,03-01-1974
399,4,13.2,4.5,26.0,17.0,2.0,34.0,04-01-1983
400,5,4.8,11.0,24.6,10.2,3.0,34.0,05-01-1966
401,6,0.0,0.0,21.9,7.1,1.0,34.0,06-01-1981
402,7,0.0,0.0,24.9,9.4,1.0,34.0,07-01-1990
403,8,0.0,0.0,26.1,10.1,2.0,34.0,08-01-1961
404,9,7.8,0.0,29.7,13.9,2.0,34.0,09-01-1975
405,10,121.6,48.6,31.2,16.2,2.0,34.0,10-01-1964
406,11,163.6,150.9,30.0,18.2,1.0,34.0,11-01-1986
407,12,299.4,203.3,30.2,17.3,2.0,34.0,12-01-1969
408,1,254.9,149.9,27.0,17.0,3.0,35.0,01-01-1979
409,2,81.8,51.5,27.9,17.1,3.0,35.0,02-01-1983
410,3,53.4,54.8,26.7,16.9,2.0,35.0,03-01-1966
411,4,1.0,11.2,26.0,17.0,3.0,35.0,04-01-1971
412,5,0.0,0.0,23.6,10.9,2.0,35.0,05-01-1975
413,6,0.0,0.0,23.9,7.7,2.0,35.0,06-01-1965
414,7,0.0,0.0,23.3,7.6,2.0,35.0,07-01-1963
415,8,0.0,0.0,27.5,11.2,2.0,35.0,08-01-1983
416,9,0.0,3.8,31.0,14.4,2.0,35.0,09-01-1983
417,10,16.6,14.0,33.2,17.6,2.0,35.0,10-01-1966
418,11,139.7,75.9,29.6,15.8,1.0,35.0,11-01-1985
419,12,243.9,208.6,30.2,17.3,2.0,35.0,12-01-1968
420,1,99.0,52.6,27.7,16.4,3.0,36.0,01-01-1973
421,2,286.9,261.0,27.0,14.9,3.0,36.0,02-01-1988
422,3,24.5,0.0,28.5,16.8,3.0,36.0,03-01-1963
423,4,4.0,5.4,26.0,13.7,2.0,36.0,04-01-1987
424,5,0.0,0.0,26.0,10.4,1.0,36.0,05-01-1980
425,6,0.0,0.0,21.5,7.1,1.0,36.0,06-01-1980
426,7,0.0,0.0,22.4,8.5,2.0,36.0,07-01-1967
427,8,0.0,0.0,25.5,9.9,2.0,36.0,08-01-1977
428,9,5.5,23.2,28.9,13.3,2.0,36.0,09-01-1989
429,10,23.2,23.6,33.2,17.6,3.0,36.0,10-01-1987
430,11,332.5,195.9,31.2,18.1,3.0,36.0,11-01-1977
431,12,148.1,286.3,30.2,17.3,3.0,36.0,12-01-1973
432,1,296.3,316.4,27.7,16.4,3.0,37.0,01-01-1966
433,2,287.2,203.7,27.9,17.1,3.0,37.0,02-01-1962
434,3,53.4,54.8,27.1,16.8,2.0,37.0,03-01-1966
435,4,0.0,7.7,26.0,13.5,1.0,37.0,04-01-1985
436,5,0.0,0.0,26.0,10.4,2.0,37.0,05-01-1984
437,6,0.0,0.0,21.5,7.1,2.0,37.0,06-01-1971
438,7,0.0,0.0,23.3,7.6,2.0,37.0,07-01-1976
439,8,0.0,0.0,26.7,8.9,2.0,37.0,08-01-1973
440,9,25.7,54.0,29.8,14.3,3.0,37.0,09-01-1987
441,10,62.0,15.6,33.2,17.6,2.0,37.0,10-01-1975
442,11,126.1,84.7,31.2,17.4,3.0,37.0,11-01-1980
443,12,268.4,185.5,26.0,17.0,3.0,37.0,12-01-1987
444,1,296.3,316.4,26.3,17.8,3.0,38.0,01-01-1966
445,2,195.2,227.8,26.5,17.9,3.0,38.0,02-01-1978
446,3,200.2,177.7,26.7,16.9,3.0,38.0,03-01-1976
447,4,43.5,13.7,26.0,15.7,3.0,38.0,04-01-1962
448,5,0.0,0.0,25.6,11.1,2.0,38.0,05-01-1973
449,6,0.0,0.0,21.5,7.1,2.0,38.0,06-01-1979
450,7,0.0,0.0,24.5,8.7,2.0,38.0,07-01-1983
451,8,2.3,0.0,23.0,9.0,2.0,38.0,08-01-1970
452,9,2.5,7.6,31.0,14.4,1.0,38.0,09-01-1980
453,10,121.6,48.6,31.2,16.2,2.0,38.0,10-01-1964
454,11,134.8,144.8,31.2,18.1,3.0,38.0,11-01-1966
455,12,355.5,260.0,27.7,17.8,3.0,38.0,12-01-1964
456,1,302.0,138.5,27.0,17.0,3.0,39.0,01-01-1986
457,2,116.0,78.1,26.8,17.2,3.0,39.0,02-01-1973
458,3,86.4,95.1,26.7,16.9,3.0,39.0,03-01-1984
459,4,3.6,12.4,27.3,15.8,3.0,39.0,04-01-1968
460,5,0.0,0.0,26.0,10.4,2.0,39.0,05-01-1970
461,6,0.0,0.0,21.5,7.1,2.0,39.0,06-01-1967
462,7,0.0,0.0,24.5,8.7,2.0,39.0,07-01-1983
463,8,0.0,0.4,25.5,9.9,2.0,39.0,08-01-1984
464,9,0.0,0.5,31.0,14.4,2.0,39.0,09-01-1963
465,10,32.6,15.6,33.2,17.6,1.0,39.0,10-01-1990
466,11,249.5,98.5,31.3,18.4,3.0,39.0,11-01-1987
467,12,396.5,361.4,26.0,17.0,3.0,39.0,12-01-1962
468,1,157.4,199.6,26.3,17.8,3.0,40.0,01-01-1983
469,2,223.2,218.5,27.9,17.1,3.0,40.0,02-01-1963
470,3,51.8,55.9,27.1,16.8,2.0,40.0,03-01-1987
471,4,1.0,1.1,26.0,13.7,2.0,40.0,04-01-1988
472,5,0.0,0.0,23.6,10.9,2.0,40.0,05-01-1974
473,6,0.0,0.0,23.9,7.7,2.0,40.0,06-01-1969
474,7,0.0,0.0,22.4,8.5,2.0,40.0,07-01-1964
475,8,0.0,0.0,26.7,8.9,2.0,40.0,08-01-1963
476,9,25.7,54.0,29.7,13.9,3.0,40.0,09-01-1987
477,10,26.3,89.7,29.0,14.5,3.0,40.0,10-01-1974
478,11,266.2,140.1,31.3,18.4,3.0,40.0,11-01-1970
479,12,130.2,111.6,30.2,17.3,3.0,40.0,12-01-1979
480,1,250.3,268.1,27.0,17.0,2.0,41.0,01-01-1987
481,2,288.9,310.8,27.9,17.1,3.0,41.0,02-01-1977
482,3,45.1,14.5,28.5,16.8,3.0,41.0,03-01-1973
483,4,12.4,10.1,26.0,15.7,3.0,41.0,04-01-1963
484,5,0.0,0.0,24.6,10.2,2.0,41.0,05-01-1973
485,6,0.0,0.0,23.9,7.7,1.0,41.0,06-01-1985
486,7,0.0,0.0,22.7,9.6,2.0,41.0,07-01-1988
487,8,16.2,0.0,23.0,9.0,2.0,41.0,08-01-1965
488,9,13.7,11.7,30.1,15.3,2.0,41.0,09-01-1966
489,10,119.7,96.1,29.0,14.5,1.0,41.0,10-01-1980
490,11,217.7,163.0,30.0,18.2,3.0,41.0,11-01-1973
491,12,295.3,144.9,26.0,17.2,3.0,41.0,12-01-1977
492,1,235.5,237.9,26.3,17.8,1.0,42.0,01-01-1982
493,2,223.2,218.5,27.6,17.5,3.0,42.0,02-01-1963
494,3,6.1,0.8,27.5,16.6,3.0,42.0,03-01-1968
495,4,0.0,0.0,26.0,13.7,2.0,42.0,04-01-1964
496,5,6.0,0.0,23.6,10.9,2.0,42.0,05-01-1988
497,6,0.0,0.0,25.5,11.0,2.0,42.0,06-01-1973
498,7,0.0,0.0,24.5,8.7,2.0,42.0,07-01-1978
499,8,0.0,0.0,27.5,11.2,2.0,42.0,08-01-1979
500,9,7.7,0.0,29.7,13.9,2.0,42.0,09-01-1973
501,10,36.6,16.4,33.2,17.6,2.0,42.0,10-01-1977
502,11,332.5,195.9,31.2,17.4,3.0,42.0,11-01-1977
503,12,355.5,260.0,26.0,17.2,3.0,42.0,12-01-1964
504,1,190.8,204.8,26.3,17.8,3.0,43.0,01-01-1963
505,2,240.3,170.2,27.0,14.9,3.0,43.0,02-01-1980
506,3,45.1,14.5,28.0,15.3,3.0,43.0,03-01-1973
507,4,4.0,5.4,26.0,15.7,2.0,43.0,04-01-1987
508,5,0.0,0.0,26.0,10.4,2.0,43.0,05-01-1968
509,6,0.0,0.0,26.0,10.6,1.0,43.0,06-01-1982
510,7,0.0,0.0,24.9,9.4,2.0,43.0,07-01-1984
511,8,8.1,2.0,26.7,8.9,2.0,43.0,08-01-1972
512,9,7.8,0.0,29.7,13.9,1.0,43.0,09-01-1981
513,10,93.4,57.9,27.9,16.9,3.0,43.0,10-01-1976
514,11,217.7,163.0,31.3,18.4,3.0,43.0,11-01-1973
515,12,126.1,40.9,27.7,17.8,3.0,43.0,12-01-1986
516,1,217.4,177.8,27.0,17.0,3.0,44.0,01-01-1965
517,2,116.0,78.1,27.6,17.5,3.0,44.0,02-01-1973
518,3,155.5,86.3,28.0,15.3,2.0,44.0,03-01-1975
519,4,41.0,4.9,26.0,13.5,2.0,44.0,04-01-1972
520,5,0.0,0.0,24.6,10.2,2.0,44.0,05-01-1963
521,6,0.0,0.0,25.5,11.0,2.0,44.0,06-01-1987
522,7,0.0,0.0,24.7,8.2,1.0,44.0,07-01-1985
523,8,0.0,0.0,23.0,9.0,1.0,44.0,08-01-1980
524,9,5.5,23.2,28.9,13.3,2.0,44.0,09-01-1989
525,10,121.6,48.6,31.2,16.2,2.0,44.0,10-01-1964
526,11,174.0,241.6,29.6,15.8,3.0,44.0,11-01-1983
527,12,183.4,122.1,26.0,17.2,3.0,44.0,12-01-1971
528,1,175.0,263.4,27.0,17.0,1.0,45.0,01-01-1981
529,2,81.8,51.5,27.0,14.9,3.0,45.0,02-01-1983
530,3,122.0,179.0,27.1,16.8,3.0,45.0,03-01-1980
531,4,0.3,0.4,26.0,13.5,2.0,45.0,04-01-1979
532,5,0.0,0.0,26.0,10.4,2.0,45.0,05-01-1961
533,6,0.0,0.0,21.9,7.1,1.0,45.0,06-01-1981
534,7,0.0,0.0,24.7,8.2,1.0,45.0,07-01-1985
535,8,0.0,0.4,23.0,9.0,2.0,45.0,08-01-1984
536,9,13.7,11.7,30.1,15.3,2.0,45.0,09-01-1966
537,10,119.4,27.5,33.2,17.6,3.0,45.0,10-01-1971
538,11,163.6,150.9,30.0,18.2,1.0,45.0,11-01-1986
539,12,126.1,40.9,26.0,17.0,3.0,45.0,12-01-1986
540,1,311.1,188.0,27.7,16.4,3.0,46.0,01-01-1976
541,2,248.6,110.8,27.6,17.5,3.0,46.0,02-01-1975
542,3,187.3,97.6,27.1,16.8,3.0,46.0,03-01-1961
543,4,43.5,13.7,26.3,15.1,3.0,46.0,04-01-1962
544,5,0.0,0.0,26.0,10.4,2.0,46.0,05-01-1968
545,6,0.0,0.0,21.9,7.1,2.0,46.0,06-01-1989
546,7,0.0,0.0,22.4,8.5,2.0,46.0,07-01-1970
547,8,0.0,0.0,27.5,11.2,2.0,46.0,08-01-1974
548,9,5.6,0.0,31.0,14.4,2.0,46.0,09-01-1961
549,10,74.1,124.6,27.9,16.9,3.0,46.0,10-01-1961
550,11,126.1,84.7,31.2,17.4,3.0,46.0,11-01-1980
551,12,161.2,115.5,27.7,17.8,3.0,46.0,12-01-1963
552,1,260.6,165.3,27.7,16.4,1.0,47.0,01-01-1980
553,2,169.6,60.5,26.5,17.9,3.0,47.0,02-01-1984
554,3,84.1,78.3,28.5,16.8,3.0,47.0,03-01-1972
555,4,82.4,19.8,26.0,13.7,3.0,47.0,04-01-1978
556,5,0.0,0.0,24.6,10.2,1.0,47.0,05-01-1982
557,6,0.0,0.0,21.9,7.1,2.0,47.0,06-01-1971
558,7,0.0,0.0,22.4,8.5,2.0,47.0,07-01-1988
559,8,0.0,0.0,25.5,9.9,2.0,47.0,08-01-1961
560,9,0.0,3.8,29.7,13.9,2.0,47.0,09-01-1983
561,10,119.7,96.1,29.0,14.5,1.0,47.0,10-01-1980
562,11,266.2,140.1,31.3,18.4,3.0,47.0,11-01-1970
563,12,162.8,298.2,26.0,17.0,3.0,47.0,12-01-1972
564,1,85.4,214.4,28.6,16.9,2.0,48.0,01-01-1984
565,2,190.8,123.8,26.5,17.9,3.0,48.0,02-01-1969
566,3,10.9,1.3,27.5,16.6,3.0,48.0,03-01-1964
567,4,82.4,19.8,26.0,17.0,3.0,48.0,04-01-1978
568,5,0.0,0.0,23.6,10.9,2.0,48.0,05-01-1967
569,6,0.0,0.0,21.9,7.1,2.0,48.0,06-01-1961
570,7,0.0,0.0,24.7,8.2,2.0,48.0,07-01-1975
571,8,16.2,0.0,26.1,10.1,2.0,48.0,08-01-1965
572,9,7.7,0.0,29.8,14.3,2.0,48.0,09-01-1967
573,10,93.4,57.9,31.1,15.9,3.0,48.0,10-01-1976
574,11,215.2,124.2,30.0,18.2,3.0,48.0,11-01-1975
575,12,180.8,178.8,26.0,17.2,3.0,48.0,12-01-1967
576,1,325.2,194.5,27.0,17.0,3.0,49.0,01-01-1964
577,2,248.6,110.8,27.9,17.1,3.0,49.0,02-01-1975
578,3,155.5,86.3,28.0,15.3,2.0,49.0,03-01-1975
579,4,0.0,0.0,26.0,17.0,2.0,49.0,04-01-1964
580,5,0.0,0.0,26.0,10.4,2.0,49.0,05-01-1971
581,6,0.0,0.0,23.9,7.7,2.0,49.0,06-01-1971
582,7,0.0,0.0,24.7,8.2,2.0,49.0,07-01-1972
583,8,0.0,0.0,23.0,9.0,2.0,49.0,08-01-1983
584,9,54.5,20.8,28.9,13.3,2.0,49.0,09-01-1976
585,10,30.0,111.8,31.1,15.9,1.0,49.0,10-01-1981
586,11,258.6,109.1,31.3,18.4,1.0,49.0,11-01-1982
587,12,126.1,40.9,26.0,17.2,3.0,49.0,12-01-1986
588,1,235.5,237.9,26.3,17.8,1.0,50.0,01-01-1982
589,2,259.9,165.4,26.8,17.2,3.0,50.0,02-01-1966
590,3,53.4,54.8,26.7,16.9,2.0,50.0,03-01-1966
591,4,1.0,1.1,26.0,17.0,2.0,50.0,04-01-1988
592,5,0.0,0.0,23.6,10.9,2.0,50.0,05-01-1969
593,6,0.0,0.0,25.5,11.0,2.0,50.0,06-01-1976
594,7,0.0,0.0,23.3,7.6,2.0,50.0,07-01-1969
595,8,0.0,0.0,27.5,11.2,2.0,50.0,08-01-1975
596,9,16.3,6.1,31.0,14.4,2.0,50.0,09-01-1969
597,10,32.6,15.6,33.2,17.6,1.0,50.0,10-01-1990
598,11,258.6,109.1,31.3,18.4,1.0,50.0,11-01-1982
599,12,126.1,40.9,27.7,17.8,3.0,50.0,12-01-1986
600,1,260.6,165.3,27.7,16.4,1.0,51.0,01-01-1980
601,2,124.1,20.4,26.8,17.2,2.0,51.0,02-01-1970
602,3,53.4,54.8,26.7,16.9,2.0,51.0,03-01-1966
603,4,23.1,14.2,26.0,13.7,3.0,51.0,04-01-1974
604,5,0.0,0.0,28.4,12.8,2.0,51.0,05-01-1977
605,6,0.0,0.0,26.0,10.6,2.0,51.0,06-01-1965
606,7,0.0,0.0,24.7,8.2,2.0,51.0,07-01-1975
607,8,0.0,0.0,27.5,11.2,2.0,51.0,08-01-1969
608,9,16.3,6.1,29.8,14.3,2.0,51.0,09-01-1969
609,10,88.7,129.9,29.6,16.8,3.0,51.0,10-01-1973
610,11,310.4,232.5,31.3,18.4,3.0,51.0,11-01-1963
611,12,268.4,185.5,26.0,17.0,3.0,51.0,12-01-1987
612,1,214.8,286.6,27.7,16.4,3.0,52.0,01-01-1974
613,2,288.9,310.8,26.5,17.9,3.0,52.0,02-01-1977
614,3,10.9,1.3,27.5,16.6,3.0,52.0,03-01-1964
615,4,61.2,21.1,26.3,15.1,1.0,52.0,04-01-1990
616,5,0.0,0.0,23.6,10.9,1.0,52.0,05-01-1981
617,6,0.0,0.0,23.9,7.7,1.0,52.0,06-01-1985
618,7,0.0,0.0,22.4,8.5,2.0,52.0,07-01-1973
619,8,0.0,0.0,26.7,8.9,2.0,52.0,08-01-1976
620,9,0.0,0.5,29.8,14.3,2.0,52.0,09-01-1963
621,10,62.0,15.6,33.2,17.6,2.0,52.0,10-01-1975
622,11,189.8,162.2,29.6,15.8,3.0,52.0,11-01-1984
623,12,396.5,361.4,26.0,17.2,3.0,52.0,12-01-1962
624,1,276.9,283.6,27.7,16.4,3.0,53.0,01-01-1970
625,2,96.4,41.0,27.9,17.1,1.0,53.0,02-01-1990
626,3,24.5,0.0,27.5,16.6,3.0,53.0,03-01-1963
627,4,1.0,1.1,26.0,15.7,2.0,53.0,04-01-1988
628,5,0.0,0.0,28.4,12.8,2.0,53.0,05-01-1963
629,6,0.0,0.0,25.5,11.0,2.0,53.0,06-01-1983
630,7,0.0,0.0,22.7,9.6,2.0,53.0,07-01-1974
631,8,3.3,0.0,26.7,8.9,2.0,53.0,08-01-1968
632,9,25.7,54.0,31.0,14.4,3.0,53.0,09-01-1987
633,10,121.6,48.6,31.2,16.2,2.0,53.0,10-01-1964
634,11,126.1,84.7,31.2,17.4,3.0,53.0,11-01-1980
635,12,306.3,190.2,26.0,17.2,3.0,53.0,12-01-1966
636,1,216.0,143.3,27.7,16.4,3.0,54.0,01-01-1988
637,2,85.9,60.3,27.9,17.1,3.0,54.0,02-01-1964
638,3,10.7,43.7,27.5,16.6,2.0,54.0,03-01-1965
639,4,61.2,21.1,26.3,15.1,1.0,54.0,04-01-1990
640,5,0.0,0.0,25.2,11.3,2.0,54.0,05-01-1969
641,6,0.0,0.0,21.9,7.1,2.0,54.0,06-01-1986
642,7,0.0,0.0,22.4,8.5,2.0,54.0,07-01-1979
643,8,0.0,7.3,26.1,10.1,2.0,54.0,08-01-1988
644,9,0.0,0.0,29.7,13.9,2.0,54.0,09-01-1974
645,10,115.6,55.2,31.1,15.9,3.0,54.0,10-01-1983
646,11,434.2,252.6,30.0,18.2,3.0,54.0,11-01-1962
647,12,277.1,218.3,26.0,17.2,1.0,54.0,12-01-1985
648,1,361.3,102.7,26.3,17.8,3.0,55.0,01-01-1977
649,2,169.1,320.7,27.9,17.1,3.0,55.0,02-01-1974
650,3,51.8,55.9,27.1,16.8,2.0,55.0,03-01-1987
651,4,61.2,21.1,26.3,15.1,1.0,55.0,04-01-1990
652,5,0.0,0.0,25.6,11.1,2.0,55.0,05-01-1975
653,6,0.0,0.0,21.9,7.1,2.0,55.0,06-01-1977
654,7,0.0,0.0,22.7,9.6,2.0,55.0,07-01-1974
655,8,0.0,0.0,27.5,11.2,1.0,55.0,08-01-1981
656,9,2.5,7.6,31.0,14.4,1.0,55.0,09-01-1980
657,10,110.7,54.9,29.6,16.8,3.0,55.0,10-01-1965
658,11,140.2,71.4,31.2,18.1,1.0,55.0,11-01-1990
659,12,130.1,114.9,27.7,17.8,3.0,55.0,12-01-1982
660,1,250.4,228.8,27.0,17.0,3.0,56.0,01-01-1962
661,2,229.7,72.1,27.0,14.9,3.0,56.0,02-01-1979
662,3,200.2,177.7,27.5,16.6,3.0,56.0,03-01-1976
663,4,3.6,12.4,26.0,13.7,3.0,56.0,04-01-1968
664,5,0.0,0.0,24.6,10.2,2.0,56.0,05-01-1967
665,6,0.0,0.0,26.0,10.6,2.0,56.0,06-01-1967
666,7,0.0,0.0,23.3,7.6,1.0,56.0,07-01-1981
667,8,16.2,0.0,26.1,10.1,2.0,56.0,08-01-1965
668,9,21.2,19.2,30.1,15.3,2.0,56.0,09-01-1970
669,10,121.6,48.6,31.2,16.2,2.0,56.0,10-01-1964
670,11,332.5,195.9,31.2,17.4,3.0,56.0,11-01-1977
671,12,162.8,298.2,26.0,17.2,3.0,56.0,12-01-1972
672,1,269.7,242.5,27.0,17.0,3.0,57.0,01-01-1961
673,2,190.8,123.8,27.9,17.1,3.0,57.0,02-01-1969
674,3,138.5,95.5,27.1,16.8,3.0,57.0,03-01-1962
675,4,5.1,5.6,26.0,15.7,2.0,57.0,04-01-1961
676,5,0.0,0.0,25.6,11.1,1.0,57.0,05-01-1986
677,6,0.0,0.0,23.9,7.7,2.0,57.0,06-01-1972
678,7,0.0,0.0,22.7,9.6,2.0,57.0,07-01-1979
679,8,1.0,32.5,27.2,11.5,1.0,57.0,08-01-1982
680,9,5.3,3.0,31.0,14.4,2.0,57.0,09-01-1968
681,10,30.0,111.8,31.1,15.9,1.0,57.0,10-01-1981
682,11,339.6,231.4,29.6,15.8,3.0,57.0,11-01-1979
683,12,375.5,321.4,30.2,17.3,3.0,57.0,12-01-1974
684,1,270.8,164.4,27.7,16.4,2.0,58.0,01-01-1975
685,2,132.5,137.7,27.6,17.5,3.0,58.0,02-01-1971
686,3,138.5,95.5,27.1,16.8,3.0,58.0,03-01-1962
687,4,13.2,4.5,26.0,15.7,2.0,58.0,04-01-1983
688,5,0.0,0.0,25.2,11.3,2.0,58.0,05-01-1977
689,6,0.0,0.0,26.0,10.6,1.0,58.0,06-01-1982
690,7,0.0,0.0,24.7,8.2,2.0,58.0,07-01-1972
691,8,0.0,0.0,23.0,9.0,2.0,58.0,08-01-1989
692,9,70.9,0.2,29.8,14.3,1.0,58.0,09-01-1982
693,10,114.0,48.2,31.2,16.2,2.0,58.0,10-01-1967
694,11,217.7,163.0,31.2,18.1,3.0,58.0,11-01-1973
695,12,130.2,111.6,26.0,17.0,3.0,58.0,12-01-1979
696,1,270.8,164.4,27.7,16.4,2.0,59.0,01-01-1975
697,2,66.6,24.3,26.8,17.2,1.0,59.0,02-01-1985
698,3,10.7,43.7,27.5,16.6,2.0,59.0,03-01-1965
699,4,0.0,5.3,26.0,13.7,2.0,59.0,04-01-1989
700,5,0.0,0.0,24.6,10.2,2.0,59.0,05-01-1961
701,6,0.0,0.0,21.9,7.1,1.0,59.0,06-01-1981
702,7,0.0,0.0,24.9,9.4,2.0,59.0,07-01-1976
703,8,0.0,2.8,26.7,8.9,2.0,59.0,08-01-1964
704,9,0.0,0.0,29.8,14.3,2.0,59.0,09-01-1974
705,10,146.4,97.8,27.9,16.9,2.0,59.0,10-01-1963
706,11,469.7,109.9,31.3,18.4,2.0,59.0,11-01-1971
707,12,232.8,233.0,26.0,17.0,3.0,59.0,12-01-1983
708,1,311.1,188.0,28.6,16.9,3.0,60.0,01-01-1976
709,2,287.2,203.7,26.5,17.9,3.0,60.0,02-01-1962
710,3,218.7,179.3,28.0,15.3,3.0,60.0,03-01-1978
711,4,0.0,0.0,26.0,15.7,2.0,60.0,04-01-1977
712,5,0.0,0.0,25.2,11.3,2.0,60.0,05-01-1979
713,6,0.0,0.0,23.9,7.7,2.0,60.0,06-01-1974
714,7,0.0,0.0,23.3,7.6,2.0,60.0,07-01-1975
715,8,0.0,0.0,27.5,11.2,2.0,60.0,08-01-1978
716,9,25.2,13.5,30.1,15.3,1.0,60.0,09-01-1986
717,10,189.4,95.6,29.6,16.8,1.0,60.0,10-01-1986
718,11,139.7,75.9,29.6,15.8,1.0,60.0,11-01-1985
719,12,148.1,286.3,26.0,17.0,3.0,60.0,12-01-1973
720,1,250.4,228.8,28.6,16.9,3.0,61.0,01-01-1962
721,2,138.4,47.1,27.6,17.5,2.0,61.0,02-01-1987
722,3,51.8,55.9,26.7,16.9,2.0,61.0,03-01-1987
723,4,1.0,1.1,26.0,13.7,2.0,61.0,04-01-1988
724,5,0.0,0.0,26.0,10.4,2.0,61.0,05-01-1970
725,6,0.0,0.0,21.5,7.1,2.0,61.0,06-01-1968
726,7,0.0,0.0,22.7,9.6,2.0,61.0,07-01-1974
727,8,0.0,2.8,23.0,9.0,2.0,61.0,08-01-1964
728,9,5.6,0.0,31.0,14.4,2.0,61.0,09-01-1961
729,10,146.6,147.4,29.6,16.8,3.0,61.0,10-01-1969
730,11,181.2,130.6,31.2,17.4,3.0,61.0,11-01-1976
731,12,130.2,111.6,26.0,17.0,3.0,61.0,12-01-1979
732,1,311.1,188.0,26.3,17.8,3.0,62.0,01-01-1976
733,2,190.8,123.8,27.9,17.1,3.0,62.0,02-01-1969
734,3,43.1,30.8,27.1,16.8,3.0,62.0,03-01-1971
735,4,61.2,21.1,26.3,15.1,1.0,62.0,04-01-1990
736,5,0.0,0.0,24.6,10.2,1.0,62.0,05-01-1982
737,6,0.0,0.0,23.9,7.7,2.0,62.0,06-01-1974
738,7,0.0,0.0,24.5,8.7,1.0,62.0,07-01-1986
739,8,0.0,0.0,26.7,8.9,2.0,62.0,08-01-1967
740,9,5.6,0.0,30.5,15.3,2.0,62.0,09-01-1961
741,10,23.2,23.6,29.0,14.5,3.0,62.0,10-01-1987
742,11,217.7,163.0,31.2,17.4,3.0,62.0,11-01-1973
743,12,227.9,222.2,27.7,17.8,3.0,62.0,12-01-1989
744,1,361.3,102.7,27.7,16.4,3.0,63.0,01-01-1977
745,2,259.9,165.4,26.5,17.9,3.0,63.0,02-01-1966
746,3,207.5,50.5,27.1,16.8,1.0,63.0,03-01-1985
747,4,12.4,10.1,26.0,13.7,3.0,63.0,04-01-1963
748,5,0.0,0.0,28.4,12.8,2.0,63.0,05-01-1979
749,6,0.0,0.0,21.9,7.1,1.0,63.0,06-01-1981
750,7,0.0,0.0,22.7,9.6,2.0,63.0,07-01-1971
751,8,0.0,0.0,23.0,9.0,1.0,63.0,08-01-1980
752,9,16.3,6.1,29.8,14.3,2.0,63.0,09-01-1969
753,10,119.4,27.5,29.6,16.8,3.0,63.0,10-01-1971
754,11,139.7,75.9,29.6,15.8,1.0,63.0,11-01-1985
755,12,130.1,114.9,26.0,17.2,3.0,63.0,12-01-1982
756,1,268.5,253.1,28.6,16.9,3.0,64.0,01-01-1967
757,2,96.4,41.0,27.9,17.1,1.0,64.0,02-01-1990
758,3,337.2,156.7,26.7,16.9,3.0,64.0,03-01-1969
759,4,11.1,15.0,26.0,13.7,3.0,64.0,04-01-1970
760,5,0.0,0.0,26.0,10.4,2.0,64.0,05-01-1961
761,6,0.0,0.0,25.5,11.0,2.0,64.0,06-01-1987
762,7,0.0,0.0,22.4,8.5,1.0,64.0,07-01-1980
763,8,0.0,0.0,26.7,8.9,1.0,64.0,08-01-1986
764,9,0.0,0.0,29.7,13.9,2.0,64.0,09-01-1978
765,10,119.4,27.5,29.6,16.8,3.0,64.0,10-01-1971
766,11,140.2,71.4,31.2,18.1,1.0,64.0,11-01-1990
767,12,375.5,321.4,30.2,17.3,3.0,64.0,12-01-1974
768,1,260.6,165.3,27.7,16.4,1.0,65.0,01-01-1980
769,2,169.1,320.7,26.5,17.9,3.0,65.0,02-01-1974
770,3,10.9,1.3,27.1,16.8,3.0,65.0,03-01-1964
771,4,82.4,19.8,26.3,15.1,3.0,65.0,04-01-1978
772,5,0.0,0.0,23.6,10.9,2.0,65.0,05-01-1979
773,6,0.0,0.0,23.9,7.7,2.0,65.0,06-01-1963
774,7,0.0,0.0,24.9,9.4,1.0,65.0,07-01-1990
775,8,2.3,0.0,26.1,10.1,2.0,65.0,08-01-1971
776,9,25.2,13.5,30.1,15.3,1.0,65.0,09-01-1986
777,10,62.0,15.6,33.2,17.6,2.0,65.0,10-01-1975
778,11,230.1,293.2,31.2,18.1,3.0,65.0,11-01-1978
779,12,148.1,286.3,26.0,17.0,3.0,65.0,12-01-1973
780,1,157.4,199.6,27.7,16.4,3.0,66.0,01-01-1983
781,2,101.2,89.2,26.5,17.9,3.0,66.0,02-01-1965
782,3,179.3,26.2,28.0,15.3,3.0,66.0,03-01-1989
783,4,19.3,0.0,26.0,13.5,2.0,66.0,04-01-1975
784,5,0.0,1.4,23.6,10.9,2.0,66.0,05-01-1978
785,6,0.0,0.0,21.9,7.1,2.0,66.0,06-01-1986
786,7,0.0,0.0,24.7,8.2,2.0,66.0,07-01-1987
787,8,0.0,2.8,26.1,10.1,2.0,66.0,08-01-1964
788,9,16.3,6.1,31.0,14.4,2.0,66.0,09-01-1969
789,10,119.7,96.1,29.0,14.5,1.0,66.0,10-01-1980
790,11,249.5,98.5,31.3,18.4,3.0,66.0,11-01-1987
791,12,194.8,227.5,30.2,17.3,3.0,66.0,12-01-1984
792,1,250.8,199.5,26.3,17.8,3.0,67.0,01-01-1990
793,2,193.9,181.1,26.5,17.9,3.0,67.0,02-01-1968
794,3,71.9,59.7,26.7,16.9,1.0,67.0,03-01-1981
795,4,4.1,2.6,26.0,17.0,2.0,67.0,04-01-1966
